type_stands,X,Y,Easting,Northing,location_stand,no_stands,physical_condition,occupancy,expanded_capacity,security_safetyrating,lighting,protection_weather,large_development,ease_access,proximity_cyclenetwork,commercial,retail,residential,transportation,education,recreational,entertainment,restaurants,expanded_stands,,Batch No.,adjusted_easting,adjusted_northing
Sheffield Stand,-6.29202649,53.34690716,313796.011,234298.491,Heuston Luas stop,16,High,70,50,High,High,Medium,All,Good,Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,,,2376.011,3354.491
Sheffield Stand,-6.288935244,53.34351569,314010.91,233926.01,James street outside McCanns pub,3,High,15,50,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,2,,,2590.91,2982.01
Sheffield Stand,-6.280841678,53.34319623,314550.773,233903.411,Thomas street outside Massey bros funeral home,4,High,50,50,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,2,,,3130.773,2959.411
Sheffield Stand,-6.265047491,53.34538679,315596.696,234172.631,"Essex street east, outside costa cafe.",8,High,65,50,High,High,Low,,Good,,,Yes,Yes,,,,,,4,,,4176.696,3228.631
Sheffield Stand,-6.264875829,53.34536358,315608.191,234170.326,"Eustace street, outside the orseman pub",4,High,90,50,High,High,Low,,Good,Unknown,,,,,,,,,2,,,4188.191,3226.326
Sheffield Stand,-6.263965219,53.3450073,315669.796,234132.153,"Cecilia street, outside temple lane recording studios",8,High,100,50,Medium,High,Low,All,Good,,,,,,,,,,4,,,4249.796,3188.153
Sheffield Stand,-6.263536066,53.3450113,315698.364,234133.293,"Cecilia street, outside luigi malones restaurant",4,High,50,50,Medium,High,Low,All,Good,Unknown,,,,,,,,,2,,,4278.364,3189.293
Sheffield Stand,-6.261535138,53.34571905,315829.696,234215.297,"Fleet Street, across from thunder road cafe",8,High,10,50,High,High,Low,,Good,Unknown,,,,,,,,,4,,,4409.696,3271.297
Sheffield Stand,-6.295009106,53.34846509,313593.252,234467.114,Infirmary road,7,High,40,50,High,High,Low,All,Good,Visible,,,,,,,,,4,,,2173.252,3523.114
Sheffield Stand,-6.262722015,53.34809683,315744.217,234477.977,Middle abbey street outside arnotts.,4,High,40,50,High,High,Low,All,Good,Visible,,,,,,,,,2,,,4324.217,3533.977
Sheffield Stand,-6.264595538,53.34786626,315620.084,234449.284,Upper abbey street near the Jervia Luas stop.,3,High,16,50,High,High,Low,,Good,,,,,Yes,,,,,2,,,4200.084,3505.284
Sheffield Stand,-6.252361983,53.35108127,316425.953,234826.933,Talbot street across the road from Paddy Power,9,High,20,50,,Low,Medium,All,Good,,,,,,,,,,5,,,5005.953,3882.933
Stainless Steel Curved,-6.238356829,53.34462059,317376.228,234130.903,Top of Forbes street,4,High,60,50,Medium,High,Low,All,Good,Unknown,,,,,,,,,3,,,5956.228,3186.903
Stainless Steel Curved,-6.236162782,53.3446302,317522.314,234135.58,All along blood stone road,12,High,20,50,Medium,High,Low,All,Good,Unknown,,,,,,,,,6,,,6102.314,3191.58
Stainless Steel Curved,-6.266330928,53.3602014,315471.177,235819.159,North Circular road outside Matter hospital. ,25,High,20,45,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,12,,,4051.177,4875.159
Sheffield Stand,-6.267299205,53.35003097,315434.199,234685.804,Parnell street outside Jervis medical centre,5,High,20,40,High,High,Low,,Good,Adjacent & Visible,,,,,,,,,2,,,4014.199,3741.804
Sheffield Stand,-6.270107478,53.34501931,315260.724,234123.558,"Wood quay, outside DCC",5,High,20,40,High,High,Low,,Good,Unknown,,,,,,,,,2,,,3840.724,3179.558
Sheffield Stand,-6.257431358,53.34837783,316095.756,234517.835,Start of marborough street outside the abbey theatre,5,High,60,40,Medium,High,Low,All,Good,Visible,,,,,,,,,2,,,4675.756,3573.835
Sheffield Stand,-6.271288991,53.34610495,315179.115,234242.465,Ormond square,3,High,0,33,Medium,High,Low,,Good,Unknown,,,Yes,,,,,,1,,,3759.115,3298.465
Sheffield Stand,-6.263249069,53.34238835,315724.58,233841.871,"Drury street, outside George's st. arcade",8,High,100,33,High,High,Low,All,Good,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,,,4304.58,2897.871
Sheffield Stand,-6.237128377,53.34872687,317446.749,234589.876,Sponsor Dock Luas station,34,High,10,30,Medium,High,Medium,All,Good,Unknown,,,,Yes,,,,,10,,,6026.749,3645.876
Sheffield Stand,-6.296098083,53.34829617,313521.186,234446.584,Outside criminal courts of justice,42,High,15,30,High,High,Medium,All,Good,Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,,,2101.186,3502.584
Sheffield Stand,-6.297288984,53.3466958,313446.134,234266.598,"Houston station,",166,High,50,25,Medium,High,Medium,,Good,Unknown,,,,Yes,,,,,40,,,2026.134,3322.598
Sheffield Stand,-6.257094741,53.34794472,316119.348,234470.185,Eden quay,10,High,35,20,High,High,Low,All,Good,Visible,,,,,,,,,2,,,4699.348,3526.185
Sheffield Stand,-6.262814552,53.34105679,315757.124,233694.396,"Chatham road, outside DIT music and drama",4,High,50,20,High,High,Low,,Good,,,,,,,,,,1,,,4337.124,2750.396
Sheffield Stand,-6.265170872,53.35093077,315573.483,234789.378,Parnell street outside cycleways. ,11,High,70,10,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,1,,,4153.483,3845.378
Sheffield Stand,-6.259318292,53.34330432,315983.877,233950.178,Bottom of grafton streer,10,High,100,10,High,High,Low,All,Good,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,,4563.877,3006.178
Sheffield Stand,-6.247524619,53.3359728,316789.331,233153.532,Baggot street lower outside tailored finance.,5,High,0,10,High,High,Low,All,Good,Visible,,,,,,,,,1,,,5369.331,2209.532
Sheffield Stand,-6.267343462,53.34503372,315444.753,234129.627,"Essex street, outside the porterhouse pub",4,High,100,0,High,High,Low,,Good,Unknown,,,,,,,Yes,Yes,0,,,4024.753,3185.627
Sheffield Stand,-6.265596002,53.33655017,315584.065,233188.385,"Wexford street, in front of whelans off licence",3,High,65,0,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4164.065,2244.385
Sheffield Stand,-6.26895681,53.34913196,315326.251,234583.081,Capel street outside codys of Capel Street.,2,High,100,0,High,High,Low,All,Good,Visible,,,,,,,,,0,,,3906.251,3639.081
Sheffield Stand,-6.266548187,53.35023351,315483.659,234709.557,Parnell street across the road from Euro Giant shop,2,High,100,0,,High,Low,,Good,Adjacent & Visible,,,,,,,,,0,,,4063.659,3765.557
Sheffield Stand,-6.258189082,53.35024071,316040.24,234723.909,Marlborough Street outside Spar shop,5,High,60,0,High,High,Low,All,Good,Unknown,,,,,,,,,0,,,4620.24,3779.909
Sheffield Stand,-6.249909103,53.35103243,316589.41,234825.5,Amiens Street at Luas station,8,High,40,0,High,High,High,,Good,Unknown,,,,Yes,,,,,0,,,5169.41,3881.5
Sheffield Stand,-6.265365332,53.33578381,315601.502,233103.476,"Camden street, outside penny farthing cycles",2,High,25,0,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4181.502,2159.476
Sheffield Stand,-6.265102476,53.33561404,315619.469,233085.009,"Camden street lower, outside tommy Moore jewellers",2,High,75,0,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4199.469,2141.009
Sheffield Stand,-6.261722893,53.35282476,315797.933,235005.731,Cavendish road outside the Ambassador theatre.,13,High,50,0,High,High,Low,All,Good,Visible,,,,,,,,,0,,,4377.933,4061.731
Sheffield Stand,-6.252375394,53.34952263,316429.307,234653.463,Beresford Place Infront of Busaras.,10,High,39,0,,High,Low,,Good,Unknown,Yes,,Yes,Yes,,,,,0,,,5009.307,3709.463
Sheffield Stand,-6.257043779,53.34728023,316124.547,234396.322,"Burgh quay, outside Jaffa deli",10,High,20,0,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4704.547,3452.322
Sheffield Stand,-6.257368326,53.34717936,316103.209,234384.569,"Hawkins street, outside PCI college",8,High,70,0,High,High,Low,All,Good,Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4683.209,3440.569
Sheffield Stand,-6.259280741,53.34530433,315980.949,234172.805,"Westmoreland street, outside fexco",4,High,100,0,High,High,Low,All,Good,,,,,,,,,,0,,,4560.949,3228.805
Sheffield Stand,-6.25984937,53.34428192,315945.856,234058.105,"College green, outside dubarry of Ireland shop",12,Medium,95,0,High,High,Low,All,Good,,,,,,,,,,0,,,4525.856,3114.105
Sheffield Stand,-6.254621744,53.35223079,316272.359,234951.172,Mabbot lane,6,High,0,0,Medium,Medium,Low,,Good,Unknown,Yes,,Yes,,,,,,0,,,4852.359,4007.172
Hoops,-6.263420731,53.33592875,315730.637,233122.755,,,High,,,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4310.637,2178.755
Hoops,-6.265754253,53.33960508,315565.264,233528.086,,,High,,,,,,,,,,,,,,,,,,,,4145.264,2584.086
Hoops,-6.261592805,53.34363419,315831.507,233983.195,,,High,,,,,,,,,,,,,,,,,,,,4411.507,3039.195
Hoops,-6.263879389,53.35145831,315658.048,234850.175,Parnell Street outside Centra,,High,,,,High,Low,,Good,,,,,,,,,,,,,4238.048,3906.175
Hoops,-6.265408248,53.34110643,315584.249,233695.719,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4164.249,2751.719
Hoops,-6.265803874,53.34514581,315546.977,234144.59,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4126.977,3200.59
Hoops,-6.265716702,53.34523708,315552.536,234154.888,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4132.536,3210.888
Hoops,-6.26422137,53.34497847,315652.816,234128.53,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4232.816,3184.53
Hoops,-6.251496971,53.33775535,316519.88,233345.409,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5099.88,2401.409
Hoops,-6.266094893,53.35038881,315513.422,234727.572,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4093.422,3783.572
Hoops,-6.280289143,53.3472354,314576.739,234353.786,,,High,,,,High,Low,,Good,,,,,,,,,,,,,3156.739,3409.786
Hoops,-6.250061989,53.33728289,316616.747,233295.175,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5196.747,2351.175
Hoops,-6.247862577,53.33837834,316760.249,233420.672,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5340.249,2476.672
Hoops,-6.252391487,53.33794353,316459.788,233364.891,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5039.788,2420.891
Hoops,-6.253306121,53.3381221,316398.382,233383.272,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4978.382,2439.272
Hoops,-6.261253506,53.33945615,315865.43,233518.805,,1,High,50,,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4445.43,2574.805
Hoops,-6.261083186,53.33967315,315876.185,233543.229,,,High,,,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4456.185,2599.229
Hoops,-6.25698477,53.33909421,316150.724,233485.461,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4730.724,2541.461
Hoops,-6.261006743,53.33977164,315881.01,233554.313,,,High,,,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4461.01,2610.313
Hoops,-6.266705096,53.34502571,315487.286,234129.767,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4067.286,3185.767
Hoops,-6.249659657,53.34338438,316626.893,233974.817,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5206.893,3030.817
Hoops,-6.280277073,53.34703925,314578.069,234331.977,,,High,,,,High,Low,,Good,,,,,,,,,,,,,3158.069,3387.977
Hoops,-6.2667346,53.34885416,315474.974,234555.758,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4054.974,3611.758
Hoops,-6.260680854,53.34570624,315886.62,234215.257,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4466.62,3271.257
Hoops,-6.26025036,53.34573587,315915.208,234219.253,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4495.208,3275.253
Hoops,-6.259184182,53.34787667,315980.397,234459.217,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4560.397,3515.217
Hoops,-6.26599431,53.34688074,315529.605,234337.349,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4109.605,3393.349
Hoops,-6.255045533,53.3514511,316246.263,234863.717,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4826.263,3919.717
Hoops,-6.265783757,53.34033214,315561.333,233608.947,Aungier street; outside queen beauty salon,,High,,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4141.333,2664.947
Hoops,-6.264296472,53.35105325,315631.373,234804.423,"Parnell street, outside Paddy Powers",,High,,,,High,Low,,Good,,,,,,,,,,,,,4211.373,3860.423
Hoops,-6.268185675,53.3447647,315389.393,234098.328,,,High,,,,,,,,,,,,,,,,,,,,3969.393,3154.328
Hoops,-6.265089065,53.33518961,315621.511,233037.8,,,High,,,High,High,High,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4201.511,2093.8
Hoops,-6.260890067,53.35171207,315856.402,234883.26,O'Connell Street outside the Gresham hotel,,High,,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4436.402,3939.26
Hoops,-6.262542307,53.34309454,315769.736,233921.602,Exchequer Street,,High,,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4349.736,2977.602
Hoops,-6.263363063,53.34307372,315715.132,233917.955,,,High,,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,4295.132,2973.955
Hoops,-6.263764054,53.34312737,315688.282,233923.276,Excheqer Street,,High,,,,,,,,,,,,,,,,,,,,4268.282,2979.276
Hoops,-6.262097061,53.34388319,315797.251,234010.087,,,High,,,,,,,,,,,,,,,,,,,,4377.251,3066.087
Hoops,-6.267238855,53.34506734,315451.628,234133.537,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4031.628,3189.537
Hoops,-6.278563142,53.3483386,314688.714,234479.324,,,High,,,,High,Low,,Good,,,,,,,,,,,,,3268.714,3535.324
Hoops,-6.266171336,53.34736029,315516.52,234390.428,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4096.52,3446.428
Hoops,-6.251912713,53.33381458,316502.929,232906.195,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5082.929,1962.195
Hoops,-6.277897954,53.34931769,314730.38,234589.348,,,High,,,,High,Low,,Good,,,,,,,,,,,,,3310.38,3645.348
Hoops,-6.26231432,53.34803598,315771.53,234471.866,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4351.53,3527.866
Hoops,-6.259095669,53.34103037,316004.875,233697.49,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4584.875,2753.49
Hoops,-6.256929785,53.34124416,316148.543,233724.801,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4728.543,2780.801
Hoops,-6.249551028,53.34355492,316633.662,233993.973,,,High,,,,High,Low,,Good,,,,,,,,,,,,,5213.662,3049.973
Hoops,-6.260042489,53.34838503,315921.864,234514.395,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4501.864,3570.395
Hoops,-6.257686168,53.33927598,316103.515,233504.548,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4683.515,2560.548
Hoops,-6.264009476,53.34846669,315657.485,234517.05,,,High,,,,High,Low,,Good,,,,,,,,,,,,,4237.485,3573.05
Sheffield Stand,-6.263313442,53.35443291,315687.676,235182.112,Top of Parnell square east.,2,High,50,,High,High,Low,All,Good,Unknown,,,,,,,,,2,,,4267.676,4238.112
Sheffield Stand,-6.255112588,53.3487581,316249.126,234563.925,Bresford Place beside Liberty Hall and bus eireann bus stop,3,High,16,,High,High,Low,All,Good,Visible,,,,,,,,,6,,,4829.126,3619.925
Sheffield Stand,-6.272549629,53.33352788,315129.04,232840.827,Ovoca,4,High,60,,Medium,High,High,All,Good,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,3709.04,1896.827
Sheffield Stand,-6.257003546,53.34618021,316130.216,234273.975,Hawkins street,4,High,0,,High,High,Low,All,Good,Visible,,,,,,,,,0,,,4710.216,3329.975
Sheffield Stand,-6.258065701,53.35383416,316038.694,235123.997,Cumberland street North outside nam thanh supermarket,2,High,0,,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,8,,,4618.694,4179.997
Sheffield Stand,-6.260721087,53.34278548,315891.862,233890.163,"Clarendon street, across from BT",4,High,100,,,,,,,,,,,,,,,,0,,,4471.862,2946.163
Sheffield Stand,-6.251509041,53.34995172,316485.825,234702.625,Store street outside Bus Eireann,3,High,85,,High,High,Low,All,Good,Unknown,,,,Yes,,,,,6,,,5065.825,3758.625
Sheffield Stand,-6.264576763,53.35554873,315600.544,235304.237,North Frederick street outside Lady beauty Parlour,3,High,15,,High,High,Low,All,Good,Adjacent & Visible,,,,,,,,,6,,,4180.544,4360.237
Sheffield Stand,-6.2644279,53.34248363,315645.813,233850.564,"South George's street, outside laser dvd",4,High,100,,High,High,Low,All,Good,Adjacent & Visible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,,4225.813,2906.564
Sheffield Stand,-6.248142868,53.34945698,316711.319,234653.066,Georges dock outside Ely chq,4,High,60,,High,High,Low,All,Good,Unknown,,,,Yes,,,,,8,,,5291.319,3709.066
Sheffield Stand,-6.278260052,53.3472354,314711.859,234357.044,Smithfield near luas station,6,High,50,,Medium,High,Low,All,Good,,,,,,,,,,0,,,3291.859,3413.044
Sheffield Stand,-6.292752028,53.34093668,313763.589,233632.925,St James hospital,40,High,80,,High,High,High,All,Good,Visible,,,,,,,,,0,,,2343.589,2688.925
Sheffield Stand,-6.300144196,53.33877552,313276.991,233380.675,Brooksfield road outside mace,2,High,50,,Medium,High,Low,All,Good,Unknown,,,,,,,,,0,,,1856.991,2436.675
Sheffield Stand,-6.26120358,53.34525232,315853.041,234163.896,Back of fleet street car park,,High,,,,High,Low,,Good,,,,,,,,,,,,,4433.041,3219.896
Sheffield Stand,-6.255120635,53.3473715,316252.362,234409.608,Tara street,3,High,15,,Medium,High,Low,All,Good,Visible,,,,,,,,,6,,,4832.362,3465.608
Sheffield Stand,-6.249292195,53.34397447,316649.754,234041.084,Bottom of Westmoreland street,2,High,100,,High,High,Low,All,Good,Visible,,,,,,,,,4,,,5229.754,3097.084
Sheffield Stand,-6.258726865,53.34672142,316013.987,234331.401,D'Oliver street,6,High,90,,High,High,Low,All,Good,Visible,,,,,,,,,9,,,4593.987,3387.401
Sheffield Stand,,,315276.8,234720.7,Top of Capel Street,11,,,,,,,,,,,,,,Yes,,,,,,,3856.8,3776.7
Sheffield Stand,,,315543.6,234283.9,Swift Row,5,,,,,,,,,,,,,,,,Yes,Yes,,,,4123.6,3339.9
Sheffield Stand,,,315202.8,233733.2,Bride Road,5,,,,,,,,,,,,,,,Yes,,,,,,3782.8,2789.2
Sheffield Stand,,,316331.7,234260.3,Luke Street,14,,,,,,,,,,,,,,,Yes,,,,,,4911.7,3316.3
Sheffield Stand,,,314870.8,233885.1,Francis Street at Thomas Street end,10,,,,,,,,,,,,,,,,,,,,,3450.8,2941.1
Sheffield Stand,,,315412.9,234035,Exchange Street Upper,7,,,,,,,,,,,,,,,,,,,,,3992.9,3091
Sheffield Stand,,,315867.3,232630.2,Charlemont Street ,5,,,,,,,,,,,,,,,,,,,,,4447.3,1686.2
Sheffield Stand,,,315095.9,233224.7,Clanbrassil St north of Fumbally Lane,5,,,,,,,,,,,,,,,,,Yes,,,,3675.9,2280.7
Sheffield Stand,,,315093.1,233215.3,Clanbrassil St south of Fumbally Lane,5,,,,,,,,,,,,,,,,,Yes,,,,3673.1,2271.3
Sheffield Stand,,,315396.5,234522.4,Mary Street east of Jervis Lane Lower,9,,,,,,,,,,,,,,,,,,,,,3976.5,3578.4
Sheffield Stand,,,314958.3,233743.2,Thomas Davis Street South at Francis St end,10,,,,,,,,,,,,,Yes,,,,,,,,3538.3,2799.2
Sheffield Stand,,,315325.2,234682.2,Ryders Row,16,,,,,,,,,,,,,,,,,,,,,3905.2,3738.2
Sheffield Stand,,,315836.321,233986.497,St Andrews Street,3,,,,,,,,,,,,,,,,,,,,,4416.321,3042.497
Sheffield Stand,,,315688.88,233915.168,Dame Court,8,,,,,,,,,,,,,,,,,,,,,4268.88,2971.168
Sheffield Stand,,,317524.528,233685.254,Barrow Street,5,,,,,,,,,,,,,,,,,,,,,6104.528,2741.254
Sheffield Stand,,,317474.334,233873.751,Ringsend Road,3,,,,,,,,,,,,,,,,,,,,,6054.334,2929.751
Sheffield Stand,,,315274.418,234746.734,Capel Street,8,,,,,,,,,,,,,,,,,,,,,3854.418,3802.734
Sheffield Stand,,,315210.572,234600.911,Green Street,4,,,,,,,,,,,,,,,,,,,,,3790.572,3656.911
Sheffield Stand,,,315640.759,235501.21,Dorset Street Lower,3,,,,,,,,,,,,,,,,,,,,,4220.759,4557.21
Sheffield Stand,,,315259.389,235472.585,Blessington Street,5,,,,,,,,,,,,,,,,,,,,,3839.389,4528.585
Sheffield Stand,,,314729.153,234630.562,King Street North,4,,,,,,,,,,,,,,,,,,,,,3309.153,3686.562
Sheffield Stand,,,315026.347,233545.252,Francis Street,5,,,,,,,,,,,,,,,,,,,,,3606.347,2601.252
Sheffield Stand,,,315113.636,233680.183,Patrick Street,6,,,,,,,,,,,,,,,,,,,,,3693.636,2736.183
Sheffield Stand,,,315680.265,234840.376,Moore Street,8,,,,,,,,,,,,,,,,,,,,,4260.265,3896.376
Sheffield Stand,,,315674.662,234834.082,Moore Street,11,,,,,,,,,,,,,,,,,,,,,4254.662,3890.082
Sheffield Stand,,,315680.265,234840.376,Moore Street,10,,,,,,,,,,,,,,,,,,,,,4260.265,3896.376
Sheffield Stand,,,314366.6,233747.271,Bellevue,8,,,,,,,,,,,,,,,,,,,,,2946.6,2803.271
Sheffield Stand,,,315366.278,233644.474,Golden Lane,6,,,,,,,,,,,,,,,,,,,,,3946.278,2700.474
Sheffield Stand,,,315867.055,233283.466,St. Stephens Green South,5,,,,,,,,,,,,,,,,,,,,,4447.055,2339.466
Sheffield Stand,,,315883.421,233553.689,St. Stephens Green West,8,,,,,,,,,,,,,,,,,,,,,4463.421,2609.689
Sheffield Stand,,,315523.07,233309.567,Kevin Street Lower,11,,,,,,,,,,,,,,,,,,,,,4103.07,2365.567
Sheffield Stand,,,315632.076,232778.41,Richmond Street South,3,,,,,,,,,,,,,,,,,,,,,4212.076,1834.41
Sheffield Stand,,,315662.699,232694.939,Richmond Street South,5,,,,,,,,,,,,,,,,,,,,,4242.699,1750.939
Sheffield Stand,,,315535.25,233062.637,Pleasents Street,4,,,,,,,,,,,,,,,,,,,,,4115.25,2118.637
Sheffield Stand,,,314775.5,234008.681,Oliver Bond Street,5,,,,,,,,,,,,,,,,,,,,,3355.5,3064.681
Sheffield Stand,,,323269.966,237088.98,Causeway Road,10,,,,,,,,,,,,,,,,,,,,,11849.966,6144.98
Sheffield Stand,,,317772.397,236957.296,Griffith Avenue,5,,,,,,,,,,,,,,,,,,,,,6352.397,6013.296
Sheffield Stand,,,317772.397,236957.296,Griffith Avenue,5,,,,,,,,,,,,,,,,,,,,,6352.397,6013.296
Sheffield Stand,,,316003.097,234441.355,Eden Quay,5,,,,,,,,,,,,,,,,,,,,,4583.097,3497.355
Sheffield Stand,,,315530.717,234332.111,Jervis Street 1,7,,,,,,,,,,,,,,,,,,,,,4110.717,3388.111
Sheffield Stand,,,315515.022,234395.948,Jervis Street 2,4,,,,,,,,,,,,,,,,,,,,,4095.022,3451.948
Sheffield Stand,,,316417.291,234720.167,Store Street,8,,,,,,,,,,,,,,,,,,,,,4997.291,3776.167
Sheffield Stand,,,315142.798,235873.295,North Circular Road,4,,,,,,,,,,,,,,,,,,,,,3722.798,4929.295
Sheffield Stand,,,315575.179,235805.539,North Circular Road,5,,,,,,,,,,,,,,,,,,,,,4155.179,4861.539
Sheffield Stand,,,315008,236082,Philbsborough Road/Connaught St,4,,,,,,,,,,,,,,,,,,,,,3588,5138
Sheffield Stand,,,317218.987,234149.856,Cardiff Lane,8,,,,,,,,,,,,,,,,,,,,,5798.987,3205.856
Sheffield Stand,,,321426.8,236982.787,Redstables Market,8,,,,,,,,,,,,,,,,,,,,,10006.8,6038.787
Sheffield Stand,,,314991.026,233578.667,Marks Alley West,5,,,,,,,,,,,,,,,,,,,,,3571.026,2634.667
Sheffield Stand,,,314964.281,233662.017,Carman's Hall at Francis Street,5,,,,,,,,,,,,,,,,,,,,,3544.281,2718.017
Sheffield Stand,,,314754.179,233600.373,Carman's Hall at Meath Street,5,,,,,,,,,,,,,,,,,,,,,3334.179,2656.373
Sheffield Stand,,,315084.891,233466.694,Dean Street,10,,,,,,,,,,,,,,,,,,,,,3664.891,2522.694
Sheffield Stand,,,314758.573,233872.512,Thomas Street,16,,,,,,,,,,,,,,,,,,,,,3338.573,2928.512
Sheffield Stand,,,314847.147,233918.909,Augustine Street West at Cornmarket,5,,,,,,,,,,,,,,,,,,,,,3427.147,2974.909
Sheffield Stand,,,316742.383,234482.746,North Wall Quay ,3,,,,,,,,,,,,,,,,,,,,,5322.383,3538.746
Sheffield Stand,,,316878.557,234472.704,Northern Campshires,6,,,,,,,,,,,,,,,,,,,,,5458.557,3528.704
Sheffield Stand,,,314657.73,232599.721,Washington Street,2,,,,,,,,,,,,,,,,,,,,,3237.73,1655.721
Sheffield Stand,,,314713.692,232624.901,Greenville Terrace,2,,,,,,,,,,,,,,,,,,,,,3293.692,1680.901
Sheffield Stand,,,315131.468,235859.485,North Circular Road Opposite Library,2,,,,,,,,,,,,,,,,,,,,,3711.468,4915.485
Sheffield Stand,,,315224.041,235850.499,North Circular Road West of Berkeley Road,3,,,,,,,,,,,,,,,,,,,,,3804.041,4906.499
Sheffield Stand,,,315187.398,235845.907,Goldsmith Street Westside,2,,,,,,,,,,,,,,,,,,,,,3767.398,4901.907
Sheffield Stand,,,315052.381,235892.815,Phibsborough Road outside Doyles Bar,5,,,,,,,,,,,,,,,,,,,,,3632.381,4948.815
Sheffield Stand,,,315038.144,235896.377,Phibsborough Road Westside at Thunders Bakery,4,,,,,,,,,,,,,,,,,,,,,3618.144,4952.377
Sheffield Stand,,,315054.399,235849.142,Phibsborough Road Eastside south of NCR at AIB,2,,,,,,,,,,,,,,,,,,,,,3634.399,4905.142
Sheffield Stand,,,315054.644,235834.509,Phibsborough Road Eastside at Rothar,2,,,,,,,,,,,,,,,,,,,,,3634.644,4890.509
Sheffield Stand,,,315068.717,235878.393,North Circular Road east of Phibsborough Rd at Doyles,5,,,,,,,,,,,,,,,,,,,,,3648.717,4934.393
Sheffield Stand,,,314458.574,234733.715, Stoney Batter eastside outside Centra,5,,,,,,,,,,,,,,,,,,,,,3038.574,3789.715
Sheffield Stand,,,314380.423,234840.865,Manor Street eastside at Grants,6,,,,,,,,,,,,,,,,,,,,,2960.423,3896.865
Sheffield Stand,,,314392.437,234819.183,Manor Street eastside outside No. 3,3,,,,,,,,,,,,,,,,,,,,,2972.437,3875.183
Sheffield Stand,,,314394.945,234787.218,Manor Street westside,2,,,,,,,,,,,,,,,,,,,,,2974.945,3843.218
